Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,VisitorType,Weekend,Revenue
4,248.66666669999998,3,382.3333333,30,1039.477564,0,0,9,0,5,0,0,1
5,168.0,0,0.0,31,1239.083333,0,0,0,0,5,0,0,0
5,106.32142859999999,4,189.0,37,1306.028022,0,0,33,0,5,0,0,0
2,48.0,0,0.0,24,543.75,0,0,0,0,5,0,0,0
10,262.0,0,0.0,22,623.4166667000001,0,0,0,0,5,0,0,0
4,122.0,3,124.0,12,1040.333333,0,0,0,0,5,0,0,0
1,11.0,3,27.5,154,3395.7294840000004,0,0,19,0,5,0,0,0
3,90.0,0,0.0,4,126.0,0,0,0,0,5,1,0,0
3,166.0,1,140.0,35,701.5,0,0,0,0,5,0,1,0
14,230.1069444,0,0.0,52,2059.109203,0,0,7,0,5,0,0,0
2,95.0,0,0.0,10,203.41666669999998,0,0,0,0,5,0,1,0
2,30.0,0,0.0,24,300.6666667,0,0,0,0,5,0,0,0
1,7.0,0,0.0,28,471.0,0,0,0,1,5,0,1,0
4,118.45454550000001,0,0.0,112,7968.903361,0,0,0,0,5,0,0,0
10,156.83333330000002,2,14.0,51,865.6722222000001,0,0,0,0,5,0,0,0
10,290.3333333,0,0.0,60,2818.0944440000003,0,0,2,0,5,0,0,0
1,113.0,0,0.0,13,935.0,0,0,0,0,5,1,0,0
2,45.0,0,0.0,22,1662.733333,0,0,5,1,5,0,1,0
2,199.0,0,0.0,10,155.0,0,0,0,0,5,0,0,0
2,26.5,0,0.0,47,716.625,0,0,0,0,5,1,0,0
2,77.0,0,0.0,32,1223.416667,0,0,215,0,5,0,0,1
2,161.0,0,0.0,28,1286.75,0,0,0,0,5,0,1,0
8,535.75,2,12.0,22,2178.6722219999997,0,0,15,0,5,0,0,0
5,88.0,0,0.0,34,3195.828571,0,0,0,0,5,0,0,0
5,72.425,2,72.0,33,1143.657143,0,0,4,0,5,0,1,0
6,96.0,4,141.16666669999998,50,2871.262932,0,0,11,0,5,0,0,0
2,65.0,0,0.0,13,1248.0,0,0,0,0,5,0,0,0
1,0.0,0,0.0,9,837.6666667000001,0,0,0,0,5,0,0,0
2,97.0,0,0.0,23,418.2333333,0,0,0,0,5,0,0,0
5,52.0,0,0.0,21,743.9166667000001,0,0,0,0,5,0,0,0
1,5.0,0,0.0,17,463.66666669999995,0,0,0,0,5,0,1,0
3,91.83333333,0,0.0,11,534.0,0,0,44,0,5,1,0,1
6,450.4,0,0.0,6,72.9,0,0,0,0,5,1,0,0
1,22.0,0,0.0,26,982.8333332999998,0,0,0,0,5,1,1,0
2,26.0,0,0.0,4,636.0,0,0,0,0,5,0,0,0
2,14.0,0,0.0,58,1806.5041670000003,0,0,0,0,5,0,0,0
10,166.93181819999998,2,246.0,51,2697.487879,0,0,3,0,5,0,0,0
1,69.5,0,0.0,16,895.8095238,0,0,32,0,5,0,0,1
10,198.4,2,114.0,26,607.9777778,0,0,4,0,5,0,0,0
4,135.66666669999998,0,0.0,28,615.8166667,0,0,0,0,5,0,0,0
5,95.325,0,0.0,15,743.6666667000001,0,0,19,0,5,0,0,1
1,16.0,0,0.0,7,136.0,0,0,0,0,5,0,0,0
1,0.0,0,0.0,19,2236.9,0,0,19,0,5,0,1,1
6,40.16666667,0,0.0,41,895.8333332999998,0,0,0,0,5,0,0,0
10,299.60317460000005,2,166.0,86,2559.541228,0,0,2,0,5,0,0,0
5,54.0,0,0.0,4,13.0,0,0,0,0,5,1,0,0
1,21.0,0,0.0,11,385.0,0,0,0,0,5,0,0,0
8,103.5,0,0.0,64,1550.2111109999998,0,0,7,0,5,0,1,0
3,45.5,0,0.0,43,1738.25,0,0,0,0,5,0,0,0
2,114.0,0,0.0,17,176.66666669999998,0,0,0,0,5,0,0,0
10,150.0,0,0.0,24,304.5230769,0,0,0,0,5,0,0,0
2,11.0,0,0.0,14,101.25,0,0,0,0,5,0,0,0
8,245.33333330000002,4,168.5,14,361.5,0,0,0,0,5,0,0,0
3,42.0,0,0.0,41,492.6833333000001,0,0,0,0,5,0,1,0
6,61.66666667,0,0.0,18,397.6666667,0,0,12,0,5,0,0,1
1,114.0,1,173.0,36,2542.333333,0,0,33,0,5,0,1,0
8,79.16666667,2,45.0,62,3657.101515,0,0,9,0,5,0,0,1
3,275.0,2,97.0,34,670.422619,0,0,0,0,5,0,0,0
3,38.0,0,0.0,83,2101.466667,0,0,0,0,5,1,0,0
5,138.5,0,0.0,11,578.3333332999999,0,0,0,0,5,0,0,0
4,61.0,0,0.0,16,502.5,0,0,71,0,5,0,1,1
12,155.6,6,282.0,52,1283.052597,0,0,12,0,5,0,0,0
10,259.1666667,0,0.0,46,1535.2420630000001,0,0,9,0,5,0,0,0
3,6.0,0,0.0,24,762.3333332999999,0,0,0,0,5,0,0,0
6,86.5,1,2.0,39,1050.708333,0,0,13,0,5,0,0,1
9,299.0833333,1,0.0,14,212.83333330000002,0,0,0,0,5,0,1,0
2,166.0,2,55.0,10,1968.25,0,0,0,0,5,1,1,0
1,11.0,2,42.0,37,1517.75,0,0,0,1,5,0,1,0
5,103.0,0,0.0,16,399.0,0,0,0,0,5,0,0,0
11,376.5,4,63.0,104,2743.8191890000003,0,0,7,0,5,0,0,0
3,69.0,0,0.0,37,769.0,0,0,47,0,5,1,1,1
5,230.25,2,135.0,27,517.3928571,0,0,30,0,5,1,1,1
5,205.5,1,8.0,37,1683.6333329999998,0,0,4,0,5,0,1,0
2,25.0,0,0.0,20,733.5,0,0,0,0,5,0,0,0
2,35.0,0,0.0,44,2479.0,0,0,0,0,5,0,0,0
1,44.5,0,0.0,18,519.5,0,0,20,0,5,0,0,0
3,29.0,0,0.0,8,160.5,0,0,0,0,5,0,0,0
1,20.0,0,0.0,20,219.5,0,0,0,0,5,0,0,0
8,206.0,0,0.0,8,107.0,0,0,0,0,5,0,0,0
1,0.0,0,0.0,3,22.0,0,0,0,0,5,0,0,0
1,41.33333333,0,0.0,44,3227.5,0,0,28,0,5,0,0,1
1,25.75,3,189.5,22,2297.801282,0,0,18,0,5,0,0,1
3,52.0,0,0.0,56,2145.563492,0,0,13,0,5,0,0,1
14,173.08333330000002,3,424.5,115,3382.287999,0,0,0,0,5,0,0,0
3,62.0,0,0.0,13,2038.0,0,0,0,0,5,1,0,0
3,37.0,0,0.0,53,2409.068434,0,0,0,0,5,0,0,0
7,65.83333333,0,0.0,7,156.83333330000002,0,0,0,0,5,0,0,0
4,52.0,0,0.0,16,360.0,0,0,0,0,5,1,0,0
2,5.0,0,0.0,3,20.0,0,0,0,0,5,0,0,0
1,7.0,0,0.0,20,887.5833332999998,0,0,34,0,5,0,0,1
7,204.5,2,37.0,52,1941.0833329999998,0,0,0,0,5,0,0,0
3,52.33333333,5,81.5,23,541.6666667000001,0,0,10,0,5,0,0,1
1,13.0,0,0.0,14,253.8,0,0,0,0,5,1,0,0
4,101.0,0,0.0,14,797.3333332999999,0,0,0,0,5,0,1,0
2,55.0,0,0.0,46,1425.75,0,0,0,0,5,0,0,0
6,1541.5,0,0.0,8,188.5,0,0,0,0,5,1,1,0
10,197.16666669999998,0,0.0,35,1078.727778,0,0,39,0,5,0,0,0
6,66.77272727,1,83.0,62,2050.395743,0,0,17,0,5,0,0,1
4,82.0,0,0.0,32,1040.166667,0,0,0,0,5,0,1,0
1,65.0,0,0.0,65,1803.7583329999998,0,0,5,0,5,0,0,0
5,86.5,0,0.0,68,2241.8444440000003,0,0,0,0,5,0,0,0
2,105.0,0,0.0,19,482.5,0,0,0,0,5,1,1,0
2,37.5,0,0.0,10,573.1666667000001,0,0,0,0,5,0,0,0
4,19.5,0,0.0,47,483.3,0,0,5,1,5,0,1,0
5,196.66666669999998,0,0.0,94,2129.536752,0,0,0,0,5,0,0,0
5,188.0,0,0.0,22,352.8,0,0,0,0,5,1,0,0
3,105.0,0,0.0,37,1384.383333,0,0,0,0,5,0,0,0
4,91.0,2,39.0,16,1280.166667,0,0,39,0,5,1,0,1
1,28.0,0,0.0,115,1822.008117,0,0,0,0,5,0,0,0
6,162.1071429,0,0.0,31,1269.766667,0,0,29,0,5,1,1,0
1,37.0,0,0.0,23,1817.0,0,0,0,0,5,0,0,0
6,66.16666667,2,120.0,204,9143.435714,0,0,0,0,5,0,0,0
6,128.5,0,0.0,68,1080.15,0,0,0,0,5,1,0,0
7,290.6666667,0,0.0,35,1384.533333,0,0,12,0,5,0,1,0
6,57.5,0,0.0,66,1285.548533,0,0,20,0,5,0,0,1
5,102.06769229999999,2,16.0,142,6223.870847,0,0,15,0,5,0,1,1
4,60.0,0,0.0,33,841.0333332999999,0,0,0,0,5,0,0,0
2,38.5,2,15.0,50,1766.855952,0,0,12,0,5,0,0,0
5,85.0,0,0.0,24,567.45,0,0,0,1,5,0,1,0
1,36.0,0,0.0,19,1661.75,0,0,0,0,5,0,0,0
5,246.25,1,9.0,14,548.25,0,0,0,0,5,0,1,0
2,19.0,0,0.0,23,1875.744689,0,0,0,0,5,0,0,0
1,3.0,0,0.0,45,884.3357143,0,0,18,0,5,0,0,0
3,55.0,0,0.0,19,436.0,0,0,49,0,5,0,1,1
1,68.0,0,0.0,55,4277.0,0,0,7,0,5,0,1,0
3,124.0,0,0.0,13,173.0,0,0,0,0,5,1,0,0
1,29.0,2,149.0,11,561.55,0,0,10,0,5,0,0,1
4,164.0,0,0.0,30,2136.0,0,0,0,0,5,1,0,0
4,35.66666667,2,9.0,43,2797.816667,0,0,0,0,5,0,1,0
1,8.0,0,0.0,28,643.875,0,0,0,0,5,1,0,0
8,168.16666669999998,0,0.0,28,888.0,0,0,0,0,5,0,1,0
12,331.3,0,0.0,206,9997.728571,0,0,26,0,5,0,0,0
8,102.0,0,0.0,83,1495.580952,0,0,82,0,5,1,1,1
3,166.0,0,0.0,2,134.0,0,0,0,0,5,0,0,0
1,45.0,0,0.0,22,2905.5,0,0,0,0,5,0,1,0
1,3.5,0,0.0,11,332.5,0,0,0,0,5,0,0,0
1,0.0,0,0.0,11,297.3,0,0,0,0,5,0,0,0
2,65.5,0,0.0,53,975.9722222000001,0,0,75,0,5,0,0,0
4,38.0,0,0.0,6,107.0,0,0,0,1,5,0,1,0
6,105.0,1,0.0,43,1343.097619,0,0,0,0,5,0,1,0
13,228.91666669999998,1,10.0,64,817.0163767000001,0,0,2,0,5,1,1,0
8,249.0,1,36.33333333,31,1124.916667,0,0,18,0,5,1,0,1
10,236.4083333,3,118.0,313,7428.181584,0,0,6,1,5,0,1,0
1,4.5,3,61.0,145,5577.826456000001,0,0,2,1,5,0,1,0
3,135.0,0,0.0,25,2765.2,0,0,0,0,5,0,0,0
10,261.5,4,406.0,60,3121.283333,0,0,13,0,5,0,0,0
2,98.0,0,0.0,20,401.5,0,0,0,0,5,0,1,0
3,23.0,2,10.16666667,85,1311.0720119999999,0,0,0,1,5,0,1,0
5,18.0,1,9.5,17,414.3333333,0,0,0,0,5,0,0,0
1,64.0,0,0.0,54,1155.033333,0,0,0,0,5,0,0,0
2,23.0,0,0.0,97,1589.183333,0,0,0,0,5,0,0,0
4,166.5,1,27.0,21,452.81410260000007,0,0,0,0,5,0,0,0
2,74.0,0,0.0,30,1708.0833329999998,0,0,16,0,5,0,1,1
1,42.0,0,0.0,10,1057.0,0,0,0,0,5,1,1,0
2,172.0,0,0.0,61,3374.916667,0,0,0,0,5,0,0,0
3,232.9,7,646.0,83,5448.994444,0,0,0,0,5,0,0,0
3,176.0,0,0.0,21,654.5,0,0,0,0,5,0,0,0
1,5.0,0,0.0,17,389.0,0,0,9,0,5,0,0,0
1,6.0,2,15.0,19,512.0666666999999,0,0,0,0,5,0,0,0
4,56.66666667,0,0.0,21,797.2952381,0,0,0,0,5,0,0,0
1,19.0,1,0.0,56,2954.759524,0,0,0,0,5,0,0,0
3,52.33333333,0,0.0,2,291.0,0,0,0,0,5,1,0,0
6,89.46666667,1,32.0,81,1141.061905,0,0,27,0,5,0,1,0
1,9.0,0,0.0,11,467.0,0,0,79,0,5,0,0,1
3,111.0,0,0.0,25,461.22222220000003,0,0,0,0,5,0,0,0
3,120.0,0,0.0,5,198.0,0,0,0,0,5,1,1,0
9,149.93333330000002,2,26.66666667,67,1783.122222,0,0,0,0,5,0,0,0
3,53.25,1,77.0,198,3057.809524,0,0,11,0,5,0,1,1
2,60.0,6,459.0,17,1370.067857,0,0,0,0,5,0,0,0
1,97.0,0,0.0,4,59.0,0,0,0,0,5,1,0,0
2,21.0,0,0.0,27,694.0,0,0,0,0,5,0,0,0
5,497.75,1,10.0,51,4977.85,0,0,15,0,5,0,0,1
5,65.0,0,0.0,48,1142.666667,0,0,0,0,5,0,0,0
3,149.0,0,0.0,25,1294.183333,0,0,0,0,5,0,0,0
5,316.8,0,0.0,26,1086.1785710000001,0,0,5,0,5,0,0,0
3,49.75,0,0.0,59,754.2261905,0,0,0,0,5,1,0,0
2,74.5,0,0.0,22,432.57142860000005,0,0,0,0,5,0,0,0
3,40.0,0,0.0,19,1051.5,0,0,12,0,5,0,0,1
3,65.5,2,12.0,39,1101.333333,0,0,14,0,5,0,0,0
9,233.5,2,102.0,81,2477.666667,0,0,0,0,5,0,0,0
1,41.0,0,0.0,37,1501.166667,0,0,15,0,5,0,0,1
2,149.66666669999998,0,0.0,4,86.75,0,0,0,0,5,1,0,0
4,172.0,0,0.0,11,787.0,0,0,0,0,5,0,1,0
5,158.0,0,0.0,56,2220.8714649999997,0,0,10,0,5,0,0,0
7,134.0,2,196.0,11,438.58333330000005,0,0,0,0,5,0,0,0
1,26.0,2,33.0,6,64.0,0,0,0,0,5,0,0,0
1,38.0,2,20.0,57,2931.580303,0,0,0,1,5,0,1,0
4,26.0,0,0.0,18,727.6190475999999,0,0,0,0,5,1,1,0
1,57.0,3,59.5,15,553.1666667000001,0,0,0,0,5,0,1,0
2,33.0,0,0.0,22,460.66666669999995,0,0,0,0,5,0,0,0
3,314.5,0,0.0,22,2837.166667,0,0,0,0,5,1,0,0
2,10.66666667,0,0.0,34,541.5,0,0,0,0,5,0,0,0
6,106.5,0,0.0,3,70.5,0,0,0,0,5,0,0,0
2,83.0,0,0.0,3,264.0,0,0,0,0,5,1,0,0
1,537.0,0,0.0,14,1383.5,0,0,9,0,5,0,0,1
8,211.96428569999998,0,0.0,26,1382.66514,0,0,0,0,5,0,0,0
4,69.0,1,537.0,42,352.5,0,0,0,0,5,0,0,0
3,19.5,0,0.0,16,250.08333330000002,0,0,0,0,5,1,0,0
3,55.0,0,0.0,48,1085.078571,0,0,0,0,5,0,0,0
1,0.0,0,0.0,20,816.5,0,0,0,0,5,0,0,0
6,175.0,1,10.0,25,2877.5,0,0,0,0,5,0,0,0
3,81.0,0,0.0,19,448.03333330000004,0,0,0,0,5,0,1,0
7,106.82857140000002,0,0.0,181,6842.002512999999,0,0,11,0,5,0,1,0
10,161.70833330000002,1,0.0,126,2645.833333,0,0,2,0,5,0,0,0
1,50.33333333,0,0.0,21,586.1892857,0,0,0,0,5,0,0,0
5,766.8333332999999,0,0.0,37,1133.016667,0,0,49,0,5,0,0,1
3,29.33333333,0,0.0,35,468.0,0,0,0,0,5,0,0,0
1,4.0,0,0.0,62,3000.250794,0,0,0,0,5,0,0,0
4,130.5,0,0.0,6,165.5,0,0,0,0,5,0,0,0
11,1215.333333,0,0.0,26,1090.916667,0,0,19,0,5,0,0,0
1,69.0,0,0.0,25,533.0714286,0,0,0,0,5,0,0,0
1,4.0,0,0.0,34,652.9238095,0,0,0,1,5,0,1,0
2,7.0,1,0.0,79,3393.9035710000003,0,0,0,1,5,0,1,0
2,37.0,0,0.0,28,2778.333333,0,0,5,0,5,0,1,0
2,57.5,0,0.0,10,677.5,0,0,0,0,5,0,0,0
3,148.66666669999998,0,0.0,23,908.4666667000001,0,0,25,0,5,0,0,0
8,152.33333330000002,0,0.0,25,481.16666669999995,0,0,0,0,5,0,0,0
1,60.0,1,15.0,26,670.1666667000001,0,0,0,0,5,0,0,0
1,294.0,0,0.0,12,936.0,0,0,26,0,5,0,1,1
2,28.0,0,0.0,42,1329.666667,0,0,80,0,5,0,1,1
4,99.5,0,0.0,46,953.0686868999999,0,0,0,0,5,0,1,0
2,70.0,0,0.0,11,714.5,0,0,0,0,5,0,1,0
12,637.9388888999999,0,0.0,61,1797.298291,0,0,0,0,5,0,0,0
7,84.55,0,0.0,48,805.0992978999999,0,0,8,0,5,0,0,0
9,381.8666667,1,33.0,38,1190.616667,0,0,2,0,5,1,0,0
8,236.83333330000002,0,0.0,20,411.3888889,0,0,17,0,5,0,1,1
2,22.0,0,0.0,22,512.05,0,0,0,0,5,0,0,0
5,244.5,0,0.0,21,998.4,0,0,41,0,5,0,0,1
4,109.0,2,34.0,30,1049.833333,0,0,0,0,5,0,1,0
2,180.5,0,0.0,12,472.91666669999995,0,0,0,0,5,1,0,0
3,335.0,0,0.0,6,1615.0,0,0,0,0,5,0,0,0
1,58.0,0,0.0,2,7.0,0,0,0,0,5,1,1,0
10,118.0,0,0.0,85,2694.833333,0,0,0,0,5,1,0,0
3,41.0,0,0.0,32,1130.8469699999998,0,0,0,0,5,0,1,0
9,269.8,0,0.0,112,2478.622727,0,0,60,0,5,0,0,1
1,15.0,0,0.0,29,1714.4,0,0,0,0,5,0,0,0
4,97.0,0,0.0,22,739.5833332999999,0,0,0,0,5,1,1,0
16,235.25,1,46.66666667,74,3206.193407,0,0,10,0,5,0,0,0
4,98.0,4,216.0,17,1243.5,0,0,32,0,5,1,0,1
6,277.1666667,2,900.5,24,1448.333333,0,0,0,0,5,1,1,0
3,25.08333333,0,0.0,25,304.5,0,0,0,0,5,0,0,0
1,27.0,0,0.0,4,467.0,0,0,0,0,5,1,0,0
2,124.0,1,9.0,109,3731.1381159999996,0,0,0,0,5,0,0,0
1,76.0,0,0.0,19,1263.333333,0,0,60,0,5,0,0,1
1,62.5,3,196.0,36,585.178355,0,0,0,0,5,0,0,0
6,51.0,0,0.0,26,536.0,0,0,0,0,5,0,0,0
1,24.0,0,0.0,15,496.75,0,0,115,0,5,0,0,1
5,505.0,0,0.0,85,2197.195238,0,0,13,0,5,0,0,0
4,38.0,3,909.0,23,542.3333332999999,0,0,25,0,5,0,0,1
6,32.5,2,62.5,80,1190.418903,0,0,7,0,5,0,0,0
3,108.5,0,0.0,2,74.66666667,0,0,0,0,5,0,0,0
3,154.0,2,107.0,58,1978.214286,0,0,0,0,5,1,0,0
4,118.90322579999999,6,104.5,111,2748.624538,0,0,119,0,5,0,0,0
1,17.0,0,0.0,12,321.8333333,0,0,0,0,5,0,0,0
8,192.5555556,1,91.0,109,2926.431962,0,0,12,0,5,1,0,1
2,40.0,1,93.66666667,54,2070.643939,0,0,0,0,5,0,0,0
2,267.0,0,0.0,8,214.33333330000002,0,0,0,0,5,0,0,0
6,107.0,1,10.5,5,39.5,0,0,0,0,5,1,0,0
9,146.0,0,0.0,49,1592.133333,0,0,3,0,5,0,1,0
5,54.83333333,0,0.0,26,986.9166667000002,0,0,45,0,5,0,0,0
2,29.0,1,38.5,32,410.1166667,0,0,3,0,5,0,1,0
8,239.83333330000002,2,33.0,79,2650.4085019999998,0,0,0,0,5,0,0,0
4,210.5,0,0.0,131,2749.058333,0,0,8,0,5,0,0,0
2,36.4,0,0.0,75,1959.3047620000002,0,0,0,0,5,0,0,0
3,69.16666667,0,0.0,35,869.0611111,0,0,0,0,5,0,0,0
3,509.66666669999995,0,0.0,19,976.3382353000001,0,0,23,0,5,0,1,1
6,111.0,0,0.0,13,522.0,0,0,36,0,5,1,0,1
4,20.0,0,0.0,57,1008.916667,0,0,5,0,5,0,1,0
1,46.0,0,0.0,17,931.0,0,0,0,0,5,0,0,0
2,125.0,0,0.0,7,49.0,0,0,0,0,5,0,0,0
1,7.0,0,0.0,26,933.3333332999998,0,0,1,0,5,0,0,0
5,827.2,2,48.5,71,3439.7332420000002,0,0,0,0,5,0,0,0
2,55.0,0,0.0,16,1851.5,0,0,0,0,5,0,0,0
2,25.0,0,0.0,5,40.0,0,0,0,0,5,0,0,0
2,15.0,0,0.0,33,2081.5,0,0,0,0,5,0,0,0
2,93.0,3,808.5,33,1310.472222,0,0,0,0,5,0,0,0
4,73.0,0,0.0,34,1001.166667,0,0,0,0,5,0,1,0
6,77.0,0,0.0,42,3436.066667,0,0,0,0,5,0,0,0
1,260.0,0,0.0,11,198.16666669999998,0,0,0,0,5,1,0,0
2,13.0,0,0.0,17,296.2333333,0,0,0,0,5,0,1,0
2,33.0,0,0.0,13,1649.0,0,0,0,0,5,0,0,0
2,566.0,0,0.0,11,574.3333332999999,0,0,34,0,5,0,0,1
3,42.0,0,0.0,10,706.0,0,0,0,0,5,0,1,0
7,85.52916667,3,255.5,45,2996.4875,0,0,2,0,5,0,0,0
4,191.0,0,0.0,45,2171.1745920000003,0,0,0,0,5,0,0,0
8,186.5,0,0.0,57,1925.102381,0,0,23,0,5,0,0,0
4,47.0,0,0.0,26,380.1666667,0,0,0,0,5,0,0,0
1,10.0,2,108.0,89,2114.083333,0,0,0,0,5,0,0,0
1,6.0,0,0.0,2,85.0,0,0,0,0,5,0,0,0
11,361.4761905,1,68.0,35,625.0856892999999,0,0,6,0,5,0,1,0
2,32.0,0,0.0,7,164.5,0,0,0,0,5,0,0,0
4,61.0,0,0.0,117,1569.866667,0,0,49,0,5,0,0,0
9,794.8833333,0,0.0,36,1697.55,0,0,24,0,5,0,0,0
7,89.9,3,84.0,58,2787.25,0,0,98,0,5,0,0,0
1,27.0,0,0.0,15,1486.666667,0,0,0,0,5,0,1,0
5,162.5,1,11.0,82,1164.099635,0,0,0,0,5,0,0,0
3,204.75,0,0.0,46,1942.9333329999997,0,0,0,0,5,0,0,0
2,32.0,0,0.0,30,1407.5,0,0,15,0,5,0,0,1
3,112.0,0,0.0,20,1187.5,0,0,26,0,5,0,0,0
1,0.0,0,0.0,1,0.0,0,0,0,0,5,0,0,0
6,91.5,0,0.0,9,115.5,0,0,0,0,5,0,1,0
9,174.475,0,0.0,43,895.9731685,0,0,30,0,5,0,0,1
1,9.0,5,86.0,26,466.5,0,0,0,0,5,0,0,0
1,26.0,0,0.0,11,345.1666667,0,0,0,0,5,0,0,0
1,41.0,0,0.0,6,68.5,0,0,0,0,5,0,0,0
3,40.0,0,0.0,10,423.66666669999995,0,0,0,0,5,0,1,0
1,88.0,0,0.0,11,522.6666667,0,0,0,0,5,0,0,0
2,86.0,0,0.0,36,1720.4166670000002,0,0,0,0,5,0,0,0
1,5.0,2,134.0,101,5459.967105,0,0,0,0,5,0,0,0
3,249.0,0,0.0,8,1046.5,0,0,0,0,5,1,1,0
1,20.0,0,0.0,8,268.0,0,0,0,0,5,0,0,0
3,100.0,0,0.0,8,127.66666670000001,0,0,0,0,5,0,0,0
1,32.0,0,0.0,9,455.0,0,0,18,0,5,0,1,1
5,90.875,1,15.0,58,2153.71859,0,0,3,0,5,0,1,0
1,10.0,0,0.0,11,578.0,0,0,0,0,5,0,0,0
3,110.5,0,0.0,10,284.0,0,0,0,1,5,1,1,0
4,14.0,0,0.0,28,341.35,0,0,0,0,5,0,0,0
8,144.5,4,181.72222219999998,52,2826.790048,0,0,0,0,5,0,1,0
6,211.0,1,58.0,41,2078.666667,0,0,0,0,5,0,0,0
1,47.0,0,0.0,19,881.1666667000002,0,0,0,0,5,1,0,0
2,98.0,0,0.0,44,2279.222222,0,0,7,0,5,0,0,0
10,207.8666667,0,0.0,8,217.8666667,0,0,0,0,5,1,0,0
8,656.0,1,9.0,39,1390.866667,0,0,63,0,5,1,0,1
1,6.0,1,7.0,25,591.8928571,0,0,165,0,5,0,1,1
4,319.0,1,21.5,33,1829.1833329999997,0,0,16,0,5,0,0,1
2,108.0,0,0.0,8,316.5,0,0,0,0,5,0,1,0
8,105.56442309999998,5,249.0,128,3158.5614760000003,0,0,5,0,5,0,0,0
5,20.0,0,0.0,56,441.21666669999996,0,0,0,0,5,0,0,0
2,50.5,0,0.0,14,689.3833333,0,0,100,0,5,0,0,1
3,30.5,0,0.0,23,422.73030300000005,0,0,0,0,5,0,0,0
10,341.42857139999995,0,0.0,78,2588.077268,0,0,2,0,5,0,1,0
3,105.0,0,0.0,34,603.7071429,0,0,14,0,5,0,0,1
5,99.16666667,1,27.0,33,483.2666666999999,0,0,0,0,5,0,0,0
5,436.0,0,0.0,7,26.0,0,0,0,0,5,0,0,0
1,43.0,1,0.0,3,65.0,0,0,0,0,5,0,0,0
8,102.66666670000001,0,0.0,49,4051.375,0,0,0,0,5,0,0,0
7,195.875,2,0.0,68,1725.8706710000001,0,0,16,0,5,0,1,0
4,204.5,0,0.0,12,159.0,0,0,0,0,5,1,1,0
3,94.0,0,0.0,19,707.2666667000001,0,0,0,0,5,0,0,0
1,255.0,0,0.0,35,1178.0,0,0,0,1,5,0,1,0
1,5.0,1,292.0,35,1916.9,0,0,11,0,5,0,0,1
1,4.0,0,0.0,18,631.6666667000001,0,0,56,0,5,0,0,1
2,43.0,0,0.0,17,434.0,0,0,0,0,5,0,0,0
5,113.5,0,0.0,24,495.27380949999997,0,0,0,0,5,0,0,0
1,3.0,0,0.0,5,151.0,0,0,0,0,5,0,0,0
6,220.0,2,327.0,50,1845.1666670000002,0,0,10,0,5,0,0,0
2,37.33333333,0,0.0,31,1552.883333,0,0,0,0,5,0,0,0
1,29.0,0,0.0,25,381.35714289999993,0,0,0,0,5,1,0,0
2,59.5,1,20.0,96,5604.977381000001,0,0,5,0,5,0,0,1
11,336.5,0,0.0,40,1239.949603,0,0,6,0,5,0,1,1
1,63.0,0,0.0,9,265.25,0,0,0,0,5,0,1,0
2,7.0,0,0.0,3,11.0,0,0,0,0,5,0,0,0
1,0.0,0,0.0,90,5621.599206,0,0,2,0,5,0,0,0
15,168.42919799999999,2,10.0,98,2806.829918,0,0,0,0,5,0,1,0
2,5.0,0,0.0,3,32.0,0,0,0,1,5,0,1,0
3,11.66666667,0,0.0,39,557.2452381,0,0,0,0,5,0,0,0
7,53.25,0,0.0,42,650.0333333,0,0,0,0,5,0,0,0
4,132.0,1,23.0,24,1614.22619,0,0,0,0,5,0,0,0
7,44.16666667,0,0.0,108,2973.125,0,0,0,1,5,0,1,0
7,41.375,0,0.0,67,3014.290476,0,0,4,0,5,0,0,0
1,24.0,0,0.0,54,801.5095238,0,0,0,0,5,0,0,0
6,65.0,2,243.0,19,681.6190475999999,0,0,28,1,5,0,1,1
2,39.0,0,0.0,9,128.0,0,0,0,0,5,1,0,0
2,7.5,0,0.0,63,1903.6666670000002,0,0,0,0,5,0,0,0
1,25.0,0,0.0,14,397.0,0,0,14,0,5,0,0,1
12,316.55,3,221.0,67,1564.444444,0,0,1,0,5,0,0,0
2,59.83333333,0,0.0,70,2509.25,0,0,11,0,5,0,0,1
2,20.0,0,0.0,24,242.0,0,0,0,0,5,0,0,0
2,38.0,0,0.0,11,713.0,0,0,113,0,5,0,0,1
1,5.0,0,0.0,44,630.3166667,0,0,0,0,5,0,0,0
11,100.0965368,0,0.0,122,6141.4321390000005,0,0,0,0,5,0,0,0
7,160.33333330000002,0,0.0,31,590.5166667000001,0,0,0,0,5,0,1,0
2,42.16666667,0,0.0,17,490.53333330000004,0,0,23,0,5,0,0,0
2,81.0,0,0.0,18,631.0,0,0,0,0,5,0,0,0
5,119.0,0,0.0,49,1143.3485039999998,0,0,0,0,5,0,0,0
1,0.0,0,0.0,23,975.75,0,0,16,0,5,0,1,0
4,32.1,1,75.0,88,3827.753571,0,0,0,0,5,0,0,0
4,34.0,0,0.0,3,24.0,0,0,0,0,5,1,0,0
5,133.0,0,0.0,16,324.5,0,0,0,0,5,0,0,0
1,29.5,0,0.0,29,569.1666667000001,0,0,12,0,5,0,0,1
